"NC Code","Supplier","Brand Name","Age","Proof","Bottle Size","Retail Bottle Price","Mixed Beverage Price",
19-798,"Stoli Group USA","Kentucky Owl Straight Rye Batch 4","010Y","114",".75L","$299.95","$303.70",
19-813,"Beam Suntory","El Tesoro Extra Anjeo","","80",".75L","$149.95","$153.70",
19-815,"Luxco","El Mayor Cristalino 100% Agave","","80",".75L","$44.95","$48.70",
19-818,"Four Roses Distillery","Four Roses Single Barrel","","100",".75L","$45.35","$49.10",
19-826,"Pernod Ricard USA","Jameson Black Barrel w/ GLS","","80",".75L","$43.95","$47.70",
19-834,"Beam Suntory","Maker’s Mark Wood Finishing Series (SE4 X PR5)","","108",".75L","$59.95","$63.70",
19-836,"Associated Brewing","Merrys White Chocolate Cream w/ GLS","","34",".75L","$14.95","$18.70",
19-861,"Bacardi USA","Patron Extra Anejo","003Y","80",".75L","$89.95","$93.70",
19-866,"Bacardi USA","Patron Extra Anejo","003Y","80",".375L","$46.95","$48.83",
19-871,"American Spirits Exchange","Notaboo E.T. 51","","80","50ML","$5.00","$5.25",
19-894,"Great Wagon Road Distilling","Rua Sherry Cask","004Y","116",".75L","$69.95","$73.70",
19-899,"Park St Imp/ Virginia Distillery","Cuvee Cask Virginia-Highland Whisky","001Y","92",".75L","$59.95","$63.70",
19-900,"Park St Imp/ Virginia Distillery","Rum Cask Virginia-Highland Whisky","001Y","92",".75L","$59.95","$63.70",
19-901,"Park St Imp/ Virginia Distillery","Sherry Cask Virginia-Highland Whisky","001Y","92",".75L","$59.95","$63.70",
19-905,"Beam Suntory","Laphroaig Cairdeas Fino Cask","","103",".75L","$80.35","$84.10",
19-910,"Diageo NA","Crown Royal Peach","","70",".75L","$33.95","$37.70",
19-915,"Sazerac Co.","Fireball 50ML Party Bucket","","66","1.00L","$18.95","$23.95",
19-922,"American Spirits Exchange","Notaboo E.T. 51","","80",".75L","$30.35","$34.10",
19-925,"Beam Suntory","Maker's Mark  w/ Shaker","","90",".75L","$33.95","$37.70",
19-926,"Sazerac Co.","Fireball Cinnamon Whisky PET","","66","1.75L","$29.95","$38.70",
19-927,"Proximo Spirits","Gran Centenario Reposado w/  MNT GLS","","80",".75L","$31.95","$35.70",
19-928,"Sazerac Co.","99 50ML Party Bucket","","99","1.00L","$18.95","$23.95",
19-930,"Sazerac Co.","Chi Chi's Margarita","","20","200ML","$1.95","$2.95",
19-931,"Sazerac Co.","Platinum 7X - 10Pk","","80","50ML","$0.95","$1.20",
19-944,"Brown - Forman","Woodford Reserve Rye "BTB"","","90.4",".75L","$39.95","$43.70",
19-945,"Heaven Hill","Henry McKenna Single Barrel","010Y","100",".75L","$54.95","$58.70",
19-953,"Beam Suntory","Basil Hayden's Caribbean Rye","","80",".75L","$50.35","$54.10",
19-955,"Diageo NA","George Dickel Bottled in Bond","013Y","100",".75L","$49.95","$53.70",
19-962,"Oak & Grist Distilling Co.","Barrel Reserve Dark Rhythm Gin","","86",".75L","$39.35","$43.10",
19-977,"Sazerac Co.","1792 12Y","012Y","96.6",".75L","$49.95","$53.70",
19-994,"Diageo NA","Ciroc White Grape","","70",".75L","$29.95","$33.70",
19-995,"Diageo NA","Bailey's Red Velvet Cupcake","","34",".75L","$29.95","$33.70",
19-996,"Diageo NA","Lagavulin Offerman Guinness Cask Ed","011Y","92",".75L","$89.95","$93.70",
19-998,"Chatham Imports","Michter's 10Y KS Rye Whiskey","010Y","92.8",".75L","$160.75","$164.50",
19-999,"Beam Suntory","Cruzan Watermelon","","42",".75L","$10.15","$13.90",
20-006,"Bacardi USA","Gran Patron Burdeos Anejo","001Y","80",".75L","$500.75","$504.50",
20-008,"Luxco","The Quiet Man 8Y","008Y","80",".75L","$39.95","$43.70",
20-012,"Constellation Brands","High West Whiskey Rendezvous Rye","","92",".75L","$75.95","$79.70",
20-014,"ImpEx Beverages, Inc.","Fukano Chizuru","","84.4",".75L","$105.00","$108.75",
20-017,"Brown - Forman","Jack Daniel's Winter Jack","","30",".75L","$18.95","$22.70",
20-020,"Heaven Hill","Elijah Craig Barrel Proof Small Batch","012Y","124.2",".75L","$69.95","$73.70",
20-022,"Constellation Brands","High West A Midwinter Nights Dram","","98.6",".75L","$104.95","$108.70",
20-025,"Stoli Group USA","Kentucky Owl St Patrick's Ed","","100",".75L","$134.95","$138.70",
20-027,"Luxco","Old Ezra Brooks 7Y","007Y","117",".75L","$69.95","$73.70",
20-028,"Stoli Group USA","Kentucky Owl Straight Rye","010Y","101.8",".75L","$199.95","$203.70",
20-029,"Heaven Hill","Elijah Craig  18Y","018Y","90",".75L","$130.75","$134.50",
20-036,"Beam Suntory","Basil Hayden's 10Y","010Y","80",".75L","$69.95","$73.70",
20-040,"Sazerac Co.","Myers's Rum Reserve Dark","","86",".75L","$24.95","$28.70",
20-041,"Sazerac Co.","Myers's Rum Signature Origin Collection Guyana","","83",".75L","$49.95","$53.70",
20-044,"Speakeasy Spirits","Myles Select Ultra Premium Vodka","","80",".75L","$26.15","$29.90",
20-045,"Sazerac Co.","Myers's Rum Signature Legends Legacy Blend No1","","94",".75L","$49.95","$53.70",
20-058,"Diageo NA","Don Julio Reposado Private Casks","","85.4",".75L","$69.95","$73.70",
20-060,"Fetzer Vineyards","Peerless Private Barrel Rye","","107",".75L","$100.35","$104.10",
20-061,"Bacardi USA","Bombay Sapphire Gift Tin","","94",".75L","$22.95","$26.70",
20-074,"Beam Suntory","Jim Beam 4Y PET","004Y","80","1.75L","$31.95","$40.70",
20-081,"Brown - Forman","Woodford Reserve w/ Rock GL","072M","90.4",".75L","$39.95","$43.70",
20-082,"Brown - Forman","Woodford Reserve w/ Mint Julep Cup","","90.4",".75L","$39.95","$43.70",
20-084,"Brown - Forman","Woodford Reserve Personal Sel "BTB"","","90.4","1.00L","$49.95","$54.95",
20-094,"Moet Hennessy","Hennessy VSOP NBA 2021 Ltd Ed","","80",".75L","$59.95","$63.70",
20-095,"Moet Hennessy","Glenmorangie Taster Pack","010Y","80","400ML","$29.95","$31.95",
20-105,"Moet Hennessy","Hennessy VSOP Maluma LED","","80",".75L","$59.95","$63.70",
20-113,"Beam Suntory","Courvoisier Avant-Garde","","80",".75L","$40.15","$43.90",
20-126,"Old Elk Distillery","Old Elk Rye Whiskey Single Barrel","007Y","121",".75L","$99.95","$103.70",
20-127,"Pernod Ricard USA","Malibu w/ Pineapple Juice","","42","1.75L","$33.95","$42.70",
20-129,"Edrington Americas","The Macallan Classic Cut 2020 Ed.","","110",".75L","$119.95","$123.70",
20-154,"Diageo NA","Crown Royal Deluxe w/2 50ML's","","80",".75L","$31.95","$35.70",
20-158,"Diageo NA","John Walker & Sons 200th Anniversary","","102",".75L","$79.95","$83.70",
20-159,"Diageo NA","John Walker & Sons Bicentenary Blend 28Y","028Y","92",".75L","$999.95","$1,003.70",
20-160,"South Mountain Distilling","NC Cherry Bounce Whiskey","002Y","90",".75L","$130.35","$134.10",
20-162,"Oak & Grist Distilling Co.","NC Blended Malt Whiskey 05","","100",".375L","$28.15","$30.03",
20-168,"Brothers Vilgalys Spirits","NC Krupnikas Winter Cranberry","","80",".75L","$36.15","$39.90",
20-175,"Diageo NA","Bailey's Apple Pie","","34",".75L","$29.95","$33.70",
20-183,"Luxco","Minor Case Straight Rye","","90",".75L","$39.95","$43.70",
20-186,"Sazerac Co.","Weller CYPB","","95",".75L","$49.95","$53.70",
20-187,"Beam Suntory","Courvoisier L'Essence","","84",".75L","$3,499.95","$3,503.70",
20-192,"Sazerac Co.","E.H. Taylor Jr. Single Barrel Bourbon","","100",".75L","$72.35","$76.10",
20-200,"Proximo Spirits","Jose Cuervo  Esp Silver w/ Marg Mix","","80",".75L","$20.95","$24.70",
20-201,"Proximo Spirits","Jose Cuervo Esp Gold w/ Marg Mix","","80",".75L","$20.95","$24.70",
20-202,"Brown - Forman","Jack Daniel's TN Honey w/ 2 Rock GLS","","70",".75L","$27.95","$31.70",
20-204,"Brown - Forman","Jack Daniel's Holiday w/ 2 Tall GLS","","80",".75L","$27.95","$31.70",
20-205,"Brown - Forman","Woodford Reserve Derby","","90.4","1.00L","$49.95","$54.95",
20-209,"Brown - Forman","Jack Daniel's Single Barrel w/ Snifter GL","","97",".75L","$56.95","$60.70",
20-217,"Diageo NA","Talisker Distillers Edition","","91.6",".75L","$84.95","$88.70",
20-222,"Moet Hennessy","Woodinville Port Finished Bourbon","","90",".75L","$51.95","$55.70",
20-233,"Diageo NA","Crown Royal Salted Caramel","","70",".75L","$31.95","$35.70",
20-237,"Campari America","Grand Marnier w/ GLS","","80",".75L","$34.95","$38.70",
20-249,"Call Family Distillers","Willie Simon Call's Apple Brandy","006M","86",".375L","$28.15","$30.03",
20-255,"McCormick Distilling Co.","Tequila Rose/360 Dbl Chocolate Gift Box","","50","500ML","$14.85","$17.35",
20-271,"Bacardi USA","Angels Envy Cask Strength","","124.5",".75L","$199.95","$203.70",
20-279,"Bacardi USA","Angels Envy Rye","","100",".75L","$99.95","$103.70",
20-285,"Brown - Forman","Woodford Reserve Dbl Oak Personal Sel "BTB"","","90.4",".75L","$59.95","$63.70",
20-286,"Brown - Forman","Woodford Reserve Batch Proof","072M","128.3",".75L","$129.95","$133.70",
20-295,"Sazerac Co.","Thomas S Moore Cabernet Finish","","95",".75L","$70.35","$74.10",
20-296,"Sazerac Co.","Thomas S Moore Chardonnay Finish","","98",".75L","$70.35","$74.10",
20-300,"Sazerac Co.","Thomas S Moore Port Finish","","99",".75L","$70.35","$74.10",
20-318,"Heaven Hill","Deep Eddy W/ 3-50MLS VAP","","80",".75L","$18.95","$22.70",
20-371,"Chatham Imports","Bomberger's Declaration KSB","","108",".75L","$100.75","$104.50",
20-374,"Chatham Imports","Michter's 25Y Bourbon","025Y","116.2",".75L","$1,002.30","$1,006.05",
20-376,"Chatham Imports","Michter's US1 Barrel Strength Rye Whiskey","","115",".75L","$99.95","$103.70",
20-378,"Chatham Imports","Michter's Toasted Barrel Strength Rye","007Y","110",".75L","$90.75","$94.50",
20-381,"Bacardi USA","Grey Goose w/ Martini GLS","","80",".75L","$29.95","$33.70",
20-382,"Sagamore Spirit","Sagamore Spirit Rye Cask Strength","004Y","112",".75L","$70.35","$74.10",
20-394,"Associated Brewing","Merrys Irish Cream w/ GLS","","34",".75L","$14.95","$18.70",
20-399,"Diageo NA","Johnnie Walker Blue Ghost & Rare","","92",".75L","$350.75","$354.50",
20-439,"Brown - Forman","Jack Daniel's Equity w/ 2 Rocks GLS","004Y","80",".75L","$27.95","$31.70",
20-444,"Moet Hennessy","Hennessy VS NBA 2021 flask","","80","200ML","$14.95","$15.95",
20-465,"Beam Suntory","Laphroaig 10Y Cask Strength","010Y","116",".75L","$84.95","$88.70",
20-480,"Moet Hennessy","Hennessy VS NBA 2021 Ltd Ed","","80",".75L","$44.95","$48.70",
20-529,"Sazerac Co.","1792 Sweet Wheat Bourbon","","91.2",".75L","$39.95","$43.70",
20-531,"Beam Suntory","Yamazaki 12Y","012Y","86",".75L","$150.95","$154.70",
20-536,"Sazerac Co.","1792 Single Barrel Bourbon","","98.6",".75L","$39.95","$43.70",
20-538,"Sazerac Co.","1792 Full Proof","","125",".75L","$45.95","$49.70",
20-553,"Sazerac Co.","1792 Bottled in Bond KSBW","","100",".75L","$39.95","$43.70",
20-557,"Diageo dba Casamigos","Casamigos Anejo","","80","1.00L","$71.95","$76.95",
20-558,"Diageo dba Casamigos","Casamigos Blanco","","80","1.00L","$58.95","$63.95",
20-564,"Diageo dba Casamigos","Casamigos Mezcal Joven","","80","1.00L","$73.95","$78.95",
20-569,"Diageo dba Casamigos","Casamigos Reposado","","80","1.00L","$65.95","$70.95",
20-581,"Sazerac Co.","E.H. Taylor Jr. Small Batch","","100",".75L","$39.95","$43.70",
20-582,"Sazerac Co.","E.H. Taylor Jr. Straight Rye Whiskey","","100",".75L","$69.95","$73.70",
20-595,"Sazerac Co.","Stagg Jr Bourbon","008Y","130.2",".75L","$49.95","$53.70",
20-598,"Moet Hennessy","Hennessy XO NBA 2021 Ltd Ed","","80",".75L","$209.95","$213.70",
20-608,"Chatham Imports","Shenk's Sour Mash Whiskey","006Y","91.2",".75L","$90.75","$94.50",
20-611,"Sazerac Co.","Buffalo Trace Bourbon Whiskey","","90",".75L","$29.95","$33.70",
20-612,"Sazerac Co.","Sazerac Rye 6Y","006Y","90",".75L","$29.95","$33.70",
20-613,"Diageo NA","Blade & Bow 22Y","022Y","92",".75L","$499.95","$503.70",
20-623,"Moet Hennessy","Belvedere Pure Midnight Saber Luminous","","80","1.75L","$55.35","$64.10",
20-624,"Sazerac Co.","Buffalo Trace Bourbon Cream","","30",".75L","$19.95","$23.70",
20-625,"Brown - Forman","Jack Daniel's Family of Brands","","79","250ML","$13.95","$15.20",
20-630,"Beam Suntory","Effen Pride Sleeve","","80",".75L","$21.95","$25.70",
20-632,"Diageo NA","Smirnoff Red, White & Berry","","60","1.75L","$19.95","$28.70",
20-636,"Diageo NA","I.W. Harper 15Y","015Y","86",".75L","$89.95","$93.70",
20-638,"Bacardi USA","Patron Estate  Release","","84",".75L","$79.95","$83.70",
20-676,"Purple Spirits","Redwood Empire Emerald Giant Rye VAP","004Y","90",".75L","$39.95","$43.70",
20-677,"Proximo Spirits","Stranahan's Diamond Peak","","94",".75L","$69.95","$73.70",
20-678,"Diageo NA","Smirnoff Red White & Berry","","60",".75L","$12.95","$16.70",
20-679,"Fetzer Vineyards","Peerless KY Straight Rye Whiskey","","107",".75L","$100.35","$104.10",
20-723,"Bacardi USA","Grey Goose w/ Martini GLS","","80","1.75L","$49.95","$58.70",
20-726,"Outer Banks Craft Distilling","Kill Devil Rum Winter Solspice","001Y","80",".75L","$32.95","$36.70",
20-773,"Chatham Imports","Michter's Toasted Finished US1 Bourbon","","91.4",".75L","$99.95","$103.70",
20-787,"Diageo NA","Crown Royal Hand Selected Barrel (BTB)","","103",".75L","$49.95","$53.70",
20-788,"Diageo NA","Crown Royal w/ Panthers VAP","","80",".75L","$31.95","$35.70",
20-790,"Diageo NA","George Dickel Single Barrel 9Y","009Y","100",".75L","$49.95","$53.70",
20-794,"Beam Suntory","Hakushu 12Y","012Y","86",".75L","$150.95","$154.70",
20-795,"Beam Suntory","Hakushu 18Y","018Y","86",".75L","$450.95","$454.70",
20-796,"Diageo NA","Glenkinchie Distillers Edition","012Y","86",".75L","$84.95","$88.70",
20-797,"Brown - Forman","Old Forester Birthday Bourbon 2021","","105",".75L","$129.95","$133.70",
20-815,"Outer Banks Craft Distilling","NC Kill Devil Rum Shipwreck Series","001Y","80",".75L","$39.95","$43.70",
20-817,"Penelope Bourbon LLC","Penelope Bourbon Private Select","","115",".75L","$64.95","$68.70",
20-843,"Pernod Ricard USA","Jameson 18Y","018Y","80",".75L","$169.95","$173.70",
20-848,"Proximo Spirits","Kraken Rum w/ Tiki Glass","","94",".75L","$20.95","$24.70",
20-854,"Laws Distillery","NC Still Blue Whiskey","","90","50ML","$2.90","$3.15",
20-858,"American Spirits Exchange","Notaboo E.T.51 Premium Rum","","80",".75L","$34.95","$38.70",
20-873,"Diageo NA","Dalwhinnie Distillers Edition","","86",".75L","$89.95","$93.70",
20-875,"Diageo NA","Lagavulin Distillers Edition","","86",".75L","$119.95","$123.70",
20-876,"Diageo NA","Oban Distillers Edition","","86",".75L","$109.95","$113.70",
20-883,"Proximo Spirits","Old Camp Peach Pecan Whiskey","","70","100ML","$1.95","$2.45",
20-886,"Luxco","Rebel 10Y S.B. Bourbon","010Y","100",".75L","$79.95","$83.70",
20-899,"Diageo dba Casamigos","Casamigos Blanco w/ Margarita Glass","","80",".75L","$48.95","$52.70",
20-916,"Proximo Spirits","Gran Centenario Leyenda Anejo","","80",".75L","$149.95","$153.70",
20-933,"Brothers Vilgalys Spirits","Krupnikas Gold Reserve","","80",".75L","$60.15","$63.90",
20-935,"Diageo NA","Crown Royal Orphan Barrel Wheat 16Y Rye","016Y","90",".75L","$69.95","$73.70",
21-016,"Sazerac Co.","99 Mangoes","","99","50ML","$0.95","$1.20",
21-030,"E & J Gallo Winery","RumChata Limon","","28","100ML","$2.95","$3.45",
21-100,"The Old Nick Williams Co.","NC ONW","018M","92","50ML","$3.55","$3.80",
21-108,"Heaven Hill","Evan Williams Apple","","70","50ML","$0.95","$1.20",
21-112,"Piedmont Distillers","NC Midnight Moon Lightning Lemonade","","70","50ML","$2.95","$3.20",
21-116,"Sazerac Co.","Fireball Cinnamon Whisky","","66","50ML","$0.95","$1.20",
21-122,"Diageo NA","Ciroc Summer Watermelon","","70","50ML","$3.95","$4.20",
21-126,"Infinium Spirits","Skrewball Peanut Butter Whiskey","","70","50ML","$2.95","$3.20",
21-129,"Diageo NA","Johnnie Walker Blue","","80","50ML","$19.95","$20.20",
21-130,"Heaven Hill","Deep Eddy Lime Vodka","","70","50ML","$0.95","$1.20",
21-132,"Sazerac Co.","Rain Vodka","","80","50ML","$0.95","$1.20",
21-134,"Proximo Spirits","1800 Silver - 10Pk","","80","50ML","$2.25","$2.50",
21-135,"Proximo Spirits","1800 Reposado - 10Pk","","80","50ML","$2.25","$2.50",
21-137,"Diageo dba Casamigos","Casamigos Blanco","","80","50ML","$4.45","$4.70",
21-166,"Piedmont Distillers","NC Midnight Moon Rebel Razz","","90","50ML","$2.95","$3.20",
21-167,"Piedmont Distillers","NC Midnight Moon Watermelon","","70","50ML","$2.95","$3.20",
21-169,"E & J Gallo Winery","New Amsterdam Pink Whitney","","70","50ML","$1.00","$1.25",
21-171,"Pernod Ricard USA","Jameson Irish - 10Pk","","80","50ML","$2.95","$3.20",
21-172,"E & J Gallo Winery","RumChata - 10Pk","","27.5","50ML","$1.95","$2.20",
21-173,"Piedmont Distillers","NC Midnight Moon Apple Pie","","70","50ML","$2.95","$3.20",
21-175,"Pernod Ricard USA","Avion Silver - 10Pk","","80","50ML","$2.95","$3.20",
21-180,"E & J Gallo Winery","New Amsterdam Vodka - 10Pk","","80","50ML","$1.00","$1.25",
21-181,"E & J Gallo Winery","New Amsterdam Stratusphere Gin","","80","50ML","$0.85","$1.10",
21-183,"Diageo NA","Smirnoff Vanilla - 10Pk","","70","50ML","$0.95","$1.20",
21-184,"Diageo NA","Ciroc","","80","50ML","$3.95","$4.20",
21-185,"Diageo NA","Ciroc Peach","","70","50ML","$3.95","$4.20",
21-190,"Diageo NA","Smirnoff Raspberry - 10Pk","","70","50ML","$0.95","$1.20",
21-191,"Diageo NA","Smirnoff Peach-10Pk","","70","50ML","$0.95","$1.20",
21-192,"Beam Suntory","Jim Beam Black - 10Pk","","86","50ML","$1.95","$2.20",
21-193,"Mother Earth Brewing","NC Mother Earth Gin","","80","50ML","$1.85","$2.10",
21-196,"Ole Smoky Distillery","Ole Smoky Apple Pie Moonshine","","70","50ML","$2.95","$3.20",
21-199,"Lonerider Spirits","NC Lonerider Bourbon Whiskey Sherry Cask Finish","","90","50ML","$2.75","$3.00",
21-200,"Luxco","Pearl Vodka - 10PK","","80","50ML","$0.95","$1.20",
21-201,"Diageo NA","Smirnoff Orange - 10Pk","","70","50ML","$0.95","$1.20",
21-205,"Diageo NA","Smirnoff Whipped Cream - 10Pk","","60","50ML","$0.95","$1.20",
21-209,"Proximo Spirits","Kraken Original Rum -15Pk","","94","50ML","$1.45","$1.70",
21-217,"Heaven Hill","Elijah Craig Small Batch","","94","50ML","$2.75","$3.00",
21-218,"Sazerac Co.","Taaka Vodka","","80","50ML","$0.75","$1.00",
21-221,"Campari America","Wild Turkey American Honey - 12Pk","","71","50ML","$1.75","$2.00",
21-224,"Pernod Ricard USA","Absolut Mandrin - 12Pk","","80","50ML","$1.95","$2.20",
21-225,"Heaven Hill","Burnett's Strawberry Banana-10Pk","","70","50ML","$0.80","$1.05",
21-234,"Heaven Hill","Burnett's 80","","80","50ML","$0.80","$1.05",
21-236,"Beam Suntory","Jim Beam Kentucky Fire","","70","50ML","$1.00","$1.25",
21-242,"Diageo NA","Capt. Morgan Spiced 70 - 10Pk","","70","50ML","$1.45","$1.70",
21-243,"Brown - Forman","Woodford Reserve - 12Pk (PET)","","90.4","50ML","$2.95","$3.20",
21-244,"Bacardi USA","Grey Goose","","80","50ML","$4.05","$4.30",
21-259,"Diageo NA","Smirnoff Sours Green Apple","","60","50ML","$0.95","$1.20",
21-261,"Beam Suntory","Jim Beam Peach","","65","50ML","$1.00","$1.25",
21-262,"Sazerac Co.","99 Bananas - 10Pk","","99","50ML","$0.95","$1.20",
21-266,"Heaven Hill","Evan Williams Peach","","70","50ML","$0.95","$1.20",
21-268,"E & J Gallo Winery","New Amsterdam Apple Flavored","","70","50ML","$0.85","$1.10",
21-270,"Campari America","Skyy Vodka - 12Pk","","80","50ML","$1.75","$2.00",
21-274,"Diageo NA","Crown Royal Regal Apple","","70","50ML","$2.95","$3.20",
21-275,"Sazerac Co.","99 Blue Raspberries","","99","50ML","$0.95","$1.20",
21-277,"E & J Gallo Winery","E & J Brandy - 10Pk","","80","50ML","$1.00","$1.25",
21-284,"Sazerac Co.","99 Fruit Punch","","49.5","50ML","$0.95","$1.20",
